scenario,pathway,functional_unit,system_activity_database,system_activity_code,exchange_index,exchange_type,stage,material_code,flow_key,portable_mapping_key,provider_or_flow_name,provider_or_flow_database,provider_or_flow_code,provider_location,biosphere_categories,quantity_per_functional_unit,flow_unit,mass_allocation_fraction,mass_allocated_quantity_per_functional_unit,exchange_formula,exchange_comment,is_internal_zero_impact_link,include_in_lcia
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,11,technosphere,"pulpwood chips production, poplar",,technosphere|ei39_cutoff|8fcd322e3bfcf29cc506c34e95336f81,"technosphere::willow production, short rotation coppice::RoW::kilogram","willow production, short rotation coppice",ei39_cutoff,8fcd322e3bfcf29cc506c34e95336f81,RoW,,2.2301851113591526,kilogram,1.0,2.2301851113591526,(2.2301851113591526)*stage_scale__pulpwood_chips_production_poplar,"stage=pulpwood chips production, poplar; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,12,technosphere,"waste processing and sorting, construction and demolition",,technosphere|ei39_cutoff|2df74714a5a7c8cc88d704fee4a848dd,"technosphere::market group for electricity, medium voltage::US::kilowatt hour","market group for electricity, medium voltage",ei39_cutoff,2df74714a5a7c8cc88d704fee4a848dd,US,,4.743785679780109e-06,kilowatt hour,1.0,4.743785679780109e-06,tech__waste_processing_and_sorting_construction_and_demolition__market_group_for_electricity_medium_voltage,"stage=waste processing and sorting, construction and demolition; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,13,technosphere,"waste processing and sorting, construction and demolition",,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,0.00961260060610376,kilogram,1.0,0.00961260060610376,tech__waste_processing_and_sorting_construction_and_demolition__market_for_diesel,"stage=waste processing and sorting, construction and demolition; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,14,technosphere,"farming and harvest, switchgrass",,technosphere|ei39_cutoff|3ee7c8858925e7de6a8ca0eb548143f7,"technosphere::market for inorganic nitrogen fertiliser, as N::US::kilogram","market for inorganic nitrogen fertiliser, as N",ei39_cutoff,3ee7c8858925e7de6a8ca0eb548143f7,US,,0.0007993518672560802,kilogram,1.0,0.0007993518672560802,(0.0007993518672560802)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,15,technosphere,"farming and harvest, switchgrass",,technosphere|ei39_cutoff|697927891e43c4b12144bd4422a3a4a0,"technosphere::market for inorganic phosphorus fertiliser, as P2O5::US::kilogram","market for inorganic phosphorus fertiliser, as P2O5",ei39_cutoff,697927891e43c4b12144bd4422a3a4a0,US,,0.00037822739397764345,kilogram,1.0,0.00037822739397764345,(0.00037822739397764345)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,16,technosphere,"farming and harvest, switchgrass",,technosphere|ei39_cutoff|0123b5c80d7e3ceeab025ca4b17ad9aa,"technosphere::market for inorganic potassium fertiliser, as K2O::US::kilogram","market for inorganic potassium fertiliser, as K2O",ei39_cutoff,0123b5c80d7e3ceeab025ca4b17ad9aa,US,,0.0005245190678013266,kilogram,1.0,0.0005245190678013266,(0.0005245190678013266)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,17,technosphere,"farming and harvest, switchgrass",,technosphere|ei39_cutoff|7b62e459ae2e302a703a92dd474a8342,technosphere::market for glyphosate::GLO::kilogram,market for glyphosate,ei39_cutoff,7b62e459ae2e302a703a92dd474a8342,GLO,,8.702813075364455e-06,kilogram,1.0,8.702813075364455e-06,(8.702813075364455e-06)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,18,technosphere,"farming and harvest, switchgrass",,technosphere|ei39_cutoff|bc2c53ca3fe04d0ed1ff8a1a7706871a,"technosphere::market for calcium carbonate, precipitated::RoW::kilogram","market for calcium carbonate, precipitated",ei39_cutoff,bc2c53ca3fe04d0ed1ff8a1a7706871a,RoW,,0.0009582560995570671,kilogram,1.0,0.0009582560995570671,(0.0009582560995570671)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,19,technosphere,"farming and harvest, switchgrass",,technosphere|ei39_cutoff|22db46f6ba1211c058e4da0ac386d3e7,"technosphere::market for polyethylene, high density, granulate::GLO::kilogram","market for polyethylene, high density, granulate",ei39_cutoff,22db46f6ba1211c058e4da0ac386d3e7,GLO,,5.530859017258382e-05,kilogram,1.0,5.530859017258382e-05,(5.530859017258382e-05)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,20,technosphere,"farming and harvest, switchgrass",,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,0.0011501045828183336,kilogram,1.0,0.0011501045828183336,tech__farming_and_harvest_switchgrass__market_for_diesel,"stage=farming and harvest, switchgrass; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,21,technosphere,"graphite production, from char, no byproduct",Fe,technosphere|ei39_cutoff|6d9198849efff1e8d431ca2bd2837440,"technosphere::market for iron(III) chloride, without water, in 14% iron solution state::GLO::kilogram","market for iron(III) chloride, without water, in 14% iron solution state",ei39_cutoff,6d9198849efff1e8d431ca2bd2837440,GLO,,2.6010537232865563,kilogram,1.0,2.6010537232865563,tech__graphite_production_from_char_no_byproduct__market_for_iron_III_chloride_without_water_in_14_iron_solution_state,"stage=graphite production, from char, no byproduct; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,22,technosphere,"graphite production, from char, no byproduct",HCl,technosphere|ei39_cutoff|00d51d61fff9d552854a91bd45ad14c4,"technosphere::market for hydrochloric acid, without water, in 30% solution state::RoW::kilogram","market for hydrochloric acid, without water, in 30% solution state",ei39_cutoff,00d51d61fff9d552854a91bd45ad14c4,RoW,,0.19911093687789042,kilogram,1.0,0.19911093687789042,tech__graphite_production_from_char_no_byproduct__market_for_hydrochloric_acid_without_water_in_30_solution_state,"stage=graphite production, from char, no byproduct; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,23,technosphere,"graphite production, from char, no byproduct",electricity,technosphere|ei39_cutoff|2df74714a5a7c8cc88d704fee4a848dd,"technosphere::market group for electricity, medium voltage::US::kilowatt hour","market group for electricity, medium voltage",ei39_cutoff,2df74714a5a7c8cc88d704fee4a848dd,US,,4.974913366253389,kilowatt hour,1.0,4.974913366253389,tech__graphite_production_from_char_no_byproduct__market_group_for_electricity_medium_voltage,"stage=graphite production, from char, no byproduct; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,24,technosphere,"graphite production, from char, no byproduct",diesel,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,0.0034061417804942995,kilogram,1.0,0.0034061417804942995,tech__graphite_production_from_char_no_byproduct__market_for_diesel,"stage=graphite production, from char, no byproduct; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,25,technosphere,"graphite production, from char, no byproduct",natural gas,technosphere|ei39_cutoff|d324aeab28dcbaa4635f5ed8a617cd7f,"technosphere::market for natural gas, high pressure::US::cubic meter","market for natural gas, high pressure",ei39_cutoff,d324aeab28dcbaa4635f5ed8a617cd7f,US,,0.15970194349358846,cubic meter,1.0,0.15970194349358846,tech__graphite_production_from_char_no_byproduct__market_for_natural_gas_high_pressure,"stage=graphite production, from char, no byproduct; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,26,technosphere,"graphite production, from char, no byproduct",NaOH,technosphere|ei39_cutoff|2f298d6798217ca204f60bdc1efe8ea1,"technosphere::market for sodium hydroxide, without water, in 50% solution state::GLO::kilogram","market for sodium hydroxide, without water, in 50% solution state",ei39_cutoff,2f298d6798217ca204f60bdc1efe8ea1,GLO,,0.23550755974804244,kilogram,1.0,0.23550755974804244,(0.23550755974804244)*stage_scale__graphite_production_from_char_no_byproduct,"stage=graphite production, from char, no byproduct; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,27,technosphere,"upstream residues collection and production, biomass residues",diesel,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,0.01376036640078405,kilogram,1.0,0.01376036640078405,tech__upstream_residues_collection_and_production_biomass_residues__market_for_diesel,"stage=upstream residues collection and production, biomass residues; provider_group=background",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,28,biosphere,"slow pyrolysis, biochar production, no byproduct",,biosphere|biosphere3|af01e564-f816-4906-bd4f-b7c932f926b9,biosphere::Oxygen::natural resource > in air::kilogram,Oxygen,biosphere3,af01e564-f816-4906-bd4f-b7c932f926b9,,natural resource > in air,4.340526174944945,kilogram,1.0,4.340526174944945,(4.340526174944945)*stage_scale__slow_pyrolysis_biochar_production_no_byproduct,"stage=slow pyrolysis, biochar production, no byproduct; provider_group=biosphere",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,29,biosphere,"slow pyrolysis, biochar production, no byproduct",,biosphere|graphite_prod_char|bio_co2,biosphere::biogenic co2::inventory indicator > output flow::kilogram,biogenic co2,graphite_prod_char,bio_co2,,inventory indicator > output flow,5.505107838732139,kilogram,1.0,5.505107838732139,(5.505107838732139)*stage_scale__slow_pyrolysis_biochar_production_no_byproduct,"stage=slow pyrolysis, biochar production, no byproduct; provider_group=biosphere",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,30,biosphere,"slow pyrolysis, biochar production, no byproduct",,biosphere|graphite_prod_char|ncg_graphtz,"biosphere::non-condensable gas, graphitization::inventory indicator > output flow::kilogram","non-condensable gas, graphitization",graphite_prod_char,ncg_graphtz,,inventory indicator > output flow,-0.2099251807780567,kilogram,1.0,-0.2099251807780567,(-0.2099251807780567)*stage_scale__slow_pyrolysis_biochar_production_no_byproduct,"stage=slow pyrolysis, biochar production, no byproduct; provider_group=biosphere",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,31,biosphere,"treatment of waste water, waste water, to emit, in char graphite, no byproduct",wwt,biosphere|graphite_prod_char|water_wwt,"biosphere::water out, from waste water management::inventory indicator > output flow::kilogram","water out, from waste water management",graphite_prod_char,water_wwt,,inventory indicator > output flow,0.7187977970270213,kilogram,1.0,0.7187977970270213,(0.7187977970270213)*stage_scale__treatment_of_waste_water_waste_water_to_emit_in_char_graphite_no_byproduct,"stage=treatment of waste water, waste water, to emit, in char graphite, no byproduct; provider_group=biosphere",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,32,biosphere,"graphite production, from char, no byproduct",,biosphere|biosphere3|f9749677-9c9f-4678-ab55-c607dfdc2cb9,"biosphere::Carbon dioxide, fossil::air > urban air close to ground::kilogram","Carbon dioxide, fossil",biosphere3,f9749677-9c9f-4678-ab55-c607dfdc2cb9,,air > urban air close to ground,0.30710684772288754,kilogram,1.0,0.30710684772288754,(0.30710684772288754)*stage_scale__graphite_production_from_char_no_byproduct,"stage=graphite production, from char, no byproduct; provider_group=biosphere",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,33,biosphere,"graphite production, from char, no byproduct",,biosphere|biosphere3|5f7aad3d-566c-4d0d-ad59-e765f971aa0f,"biosphere::Methane, fossil::air > urban air close to ground::kilogram","Methane, fossil",biosphere3,5f7aad3d-566c-4d0d-ad59-e765f971aa0f,,air > urban air close to ground,5.813150939736405e-06,kilogram,1.0,5.813150939736405e-06,(5.813150939736405e-06)*stage_scale__graphite_production_from_char_no_byproduct,"stage=graphite production, from char, no byproduct; provider_group=biosphere",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,34,biosphere,"graphite production, from char, no byproduct",,biosphere|biosphere3|6dc1b46f-ee89-4495-95c4-b8a637bcd6cb,biosphere::Dinitrogen monoxide::air > urban air close to ground::kilogram,Dinitrogen monoxide,biosphere3,6dc1b46f-ee89-4495-95c4-b8a637bcd6cb,,air > urban air close to ground,5.637478795953162e-07,kilogram,1.0,5.637478795953162e-07,(5.637478795953162e-07)*stage_scale__graphite_production_from_char_no_byproduct,"stage=graphite production, from char, no byproduct; provider_group=biosphere",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,35,biosphere,"waste processing and sorting, construction and demolition",,biosphere|graphite_prod_char|consdem_res,"biosphere::waste, construction and demolition::emission > soil::kilogram","waste, construction and demolition",graphite_prod_char,consdem_res,,emission > soil,0.9911934091933589,kilogram,1.0,0.9911934091933589,(0.9911934091933589)*stage_scale__waste_processing_and_sorting_construction_and_demolition,"stage=waste processing and sorting, construction and demolition; provider_group=biosphere",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,36,biosphere,"farming and harvest, switchgrass",,biosphere|biosphere3|afd6d670-bbb0-4625-9730-04088a5b035e,biosphere::Dinitrogen monoxide::air > non-urban air or from high stacks::kilogram,Dinitrogen monoxide,biosphere3,afd6d670-bbb0-4625-9730-04088a5b035e,,air > non-urban air or from high stacks,1.7459751945543584e-06,kilogram,1.0,1.7459751945543584e-06,(1.7459751945543584e-06)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=biosphere",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,37,biosphere,"farming and harvest, switchgrass",,biosphere|biosphere3|77357947-ccc5-438e-9996-95e65e1e1bce,biosphere::Nitrogen oxides::air > non-urban air or from high stacks::kilogram,Nitrogen oxides,biosphere3,77357947-ccc5-438e-9996-95e65e1e1bce,,air > non-urban air or from high stacks,1.2633259030131998e-06,kilogram,1.0,1.2633259030131998e-06,(1.2633259030131998e-06)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=biosphere",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,38,biosphere,"graphite production, from char, no byproduct",water,biosphere|biosphere3|8c1494a5-4987-4715-aa2d-1908c495f4eb,"biosphere::Water, turbine use, unspecified natural origin::natural resource > in water::cubic meter","Water, turbine use, unspecified natural origin",biosphere3,8c1494a5-4987-4715-aa2d-1908c495f4eb,,natural resource > in water,0.0015436450052576237,cubic meter,1.0,0.0015436450052576237,(0.0015436450052576237)*stage_scale__graphite_production_from_char_no_byproduct,"stage=graphite production, from char, no byproduct; provider_group=biosphere",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,39,biosphere,"graphite production, from char, no byproduct",HCl,biosphere|graphite_prod_char|water_chem,"biosphere::water, in chemical::inventory indicator > output flow::kilogram","water, in chemical",graphite_prod_char,water_chem,,inventory indicator > output flow,0.7000997457964534,kilogram,1.0,0.7000997457964534,(0.7000997457964534)*stage_scale__graphite_production_from_char_no_byproduct,"stage=graphite production, from char, no byproduct; provider_group=biosphere",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,40,biosphere,"graphite production, from char, no byproduct",,biosphere|graphite_prod_char|ncg_graphtz,"biosphere::non-condensable gas, graphitization::inventory indicator > output flow::kilogram","non-condensable gas, graphitization",graphite_prod_char,ncg_graphtz,,inventory indicator > output flow,0.2099251807780567,kilogram,1.0,0.2099251807780567,(0.2099251807780567)*stage_scale__graphite_production_from_char_no_byproduct,"stage=graphite production, from char, no byproduct; provider_group=biosphere",False,True
s_c1,BC1,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char,41,biosphere,"graphite production, from char, no byproduct",solid disposal,biosphere|graphite_prod_char|solids_wwt,"biosphere::solids, from waste water management::inventory indicator > output flow::kilogram","solids, from waste water management",graphite_prod_char,solids_wwt,,inventory indicator > output flow,0.08113161049678415,kilogram,1.0,0.08113161049678415,(0.08113161049678415)*stage_scale__graphite_production_from_char_no_byproduct,"stage=graphite production, from char, no byproduct; provider_group=biosphere",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,1,technosphere,"upstream residues collection and production, biomass residues",diesel,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,0.013760366400784053,kilogram,0.7370271109743906,0.010141763094318943,tech__upstream_residues_collection_and_production_biomass_residues__market_for_diesel,"stage=upstream residues collection and production, biomass residues; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,2,technosphere,NiMoAl2O3 catalyst production,,technosphere|ei39_cutoff|4347b9665d0aea69c7956fa09ac8db07,"technosphere::market for nickel, class 1::GLO::kilogram","market for nickel, class 1",ei39_cutoff,4347b9665d0aea69c7956fa09ac8db07,GLO,,2.5661690495357953e-06,kilogram,0.7370271109743906,1.891336160851265e-06,(2.5661690495357953e-06)*stage_scale__NiMoAl2O3_catalyst_production,stage=NiMoAl2O3 catalyst production; provider_group=background,False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,3,technosphere,NiMoAl2O3 catalyst production,,technosphere|ei39_cutoff|052eca926bd9d9041df3b9325e33e8b7,technosphere::market for molybdenum trioxide::GLO::kilogram,market for molybdenum trioxide,ei39_cutoff,052eca926bd9d9041df3b9325e33e8b7,GLO,,1.225876934491622e-05,kilogram,0.7370271109743906,9.035045354385023e-06,(1.225876934491622e-05)*stage_scale__NiMoAl2O3_catalyst_production,stage=NiMoAl2O3 catalyst production; provider_group=background,False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,4,technosphere,NiMoAl2O3 catalyst production,,technosphere|ei39_cutoff|c819ffd8b2666db32408aadf99fc96cb,"technosphere::market for aluminium oxide, metallurgical::RoW::kilogram","market for aluminium oxide, metallurgical",ei39_cutoff,c819ffd8b2666db32408aadf99fc96cb,RoW,,6.619735446254759e-05,kilogram,0.7370271109743906,4.878924491367913e-05,(6.619735446254759e-05)*stage_scale__NiMoAl2O3_catalyst_production,stage=NiMoAl2O3 catalyst production; provider_group=background,False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,5,technosphere,biooil upgrade to fuel,electricity,technosphere|ei39_cutoff|2df74714a5a7c8cc88d704fee4a848dd,"technosphere::market group for electricity, medium voltage::US::kilowatt hour","market group for electricity, medium voltage",ei39_cutoff,2df74714a5a7c8cc88d704fee4a848dd,US,,0.24145478263954012,kilowatt hour,0.7370271109743906,0.1779587208797697,tech__biooil_upgrade_to_fuel__market_group_for_electricity_medium_voltage,stage=biooil upgrade to fuel; provider_group=background,False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,6,technosphere,biooil upgrade to fuel,H2S,technosphere|ei39_cutoff|2f509df8e5e4d5702ca6da6967c537a7,technosphere::market for hydrogen sulfide::RoW::kilogram,market for hydrogen sulfide,ei39_cutoff,2f509df8e5e4d5702ca6da6967c537a7,RoW,,4.9559671664150355e-05,kilogram,0.7370271109743906,3.6526821627468104e-05,(4.9559671664150355e-05)*stage_scale__biooil_upgrade_to_fuel,stage=biooil upgrade to fuel; provider_group=background,False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,7,technosphere,"treatment of waste water, waste water, to emit, in char graphite",electricity,technosphere|ei39_cutoff|2df74714a5a7c8cc88d704fee4a848dd,"technosphere::market group for electricity, medium voltage::US::kilowatt hour","market group for electricity, medium voltage",ei39_cutoff,2df74714a5a7c8cc88d704fee4a848dd,US,,0.009155418240503763,kilowatt hour,0.7370271109743906,0.006747791455560727,tech__treatment_of_waste_water_waste_water_to_emit_in_char_graphite__market_group_for_electricity_medium_voltage,"stage=treatment of waste water, waste water, to emit, in char graphite; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,8,technosphere,"pulpwood chips production, poplar",,technosphere|ei39_cutoff|8fcd322e3bfcf29cc506c34e95336f81,"technosphere::willow production, short rotation coppice::RoW::kilogram","willow production, short rotation coppice",ei39_cutoff,8fcd322e3bfcf29cc506c34e95336f81,RoW,,2.230185111359153,kilogram,0.7370271109743906,1.6437068895631362,(2.230185111359153)*stage_scale__pulpwood_chips_production_poplar,"stage=pulpwood chips production, poplar; provider_group=background",False,True
